ID,Strand,Circtype,miRNA Binding count,Average free energy,length,GC_content,A_ratio,T_ratio,G_ratio,C_ratio,has_N,Tissue
sample_1139,0,type_0,5,-17.018,224,0.2991,0.3616,0.3393,0.1964,0.1027,FALSE,label_3
sample_1140,0,type_0,4,-19.536,154,0.4675,0.2792,0.2532,0.1753,0.2922,FALSE,label_1
sample_1141,1,type_3,5,-20.157,218,0.4358,0.445,0.1193,0.289,0.1468,FALSE,label_0
sample_1142,1,type_1,4,-17.35,230,0.4174,0.1826,0.4,0.3652,0.0522,FALSE,label_2
sample_1143,1,type_0,53,-18.765,1969,0.384,0.3494,0.2666,0.1828,0.2011,FALSE,label_0
sample_1144,0,type_0,5,-21.724,250,0.535,0.26,0.205,0.28,0.255,TRUE,label_5
sample_1145,1,type_3,12,-21.258,235,0.4936,0.3106,0.1957,0.1957,0.2979,FALSE,label_2
sample_1146,1,type_3,64,-19.814,1344,0.497,0.2783,0.2247,0.2723,0.2247,FALSE,label_2
sample_1147,1,type_0,6,-22.082,336,0.4464,0.3244,0.2292,0.2054,0.2411,FALSE,label_0
sample_1148,1,type_3,13,-20.093,177,0.5424,0.2655,0.1921,0.3503,0.1921,FALSE,label_1
sample_1149,0,type_0,6,-18.089,212,0.4387,0.316,0.2453,0.2547,0.184,FALSE,label_2
sample_1150,1,type_0,14,-17.371,226,0.5088,0.3363,0.1549,0.177,0.3319,FALSE,label_4
sample_1151,1,type_0,10,-16.75,596,0.3221,0.3926,0.2852,0.1376,0.1846,FALSE,label_0
sample_1152,1,type_0,4,-18.782,250,0.53,0.235,0.235,0.235,0.295,TRUE,label_1
sample_1153,0,type_3,13,-21.946,399,0.5414,0.2406,0.218,0.1729,0.3684,FALSE,label_1
sample_1154,1,type_0,10,-18.138,303,0.3696,0.3696,0.2607,0.1716,0.198,FALSE,label_0
sample_1155,0,type_0,1,-15.26,192,0.3177,0.3229,0.3594,0.1615,0.1562,FALSE,label_2
sample_1156,1,type_0,51,-18.659,2436,0.3518,0.3239,0.3243,0.1626,0.1892,FALSE,label_0
sample_1157,1,type_0,12,-23.212,338,0.5148,0.2071,0.2781,0.2071,0.3077,FALSE,label_2
sample_1158,0,type_0,28,-17.314,1441,0.39,0.2866,0.3234,0.2144,0.1756,FALSE,label_5
sample_1159,0,type_0,2,-22.06,199,0.3819,0.2814,0.3367,0.2613,0.1206,FALSE,label_0
sample_1160,0,type_1,2,-18.255,66,0.4242,0.2424,0.3333,0.3485,0.0758,FALSE,label_3
sample_1161,1,type_0,7,-18.893,239,0.4059,0.3138,0.2803,0.1799,0.2259,FALSE,label_2
sample_1162,1,type_3,8,-18.29,312,0.3814,0.2372,0.3814,0.2051,0.1763,FALSE,label_1
sample_1163,1,type_1,2,-18.925,180,0.3389,0.3111,0.35,0.1389,0.2,FALSE,label_4
sample_1164,0,type_3,1,-18.29,186,0.4355,0.3602,0.2043,0.2258,0.2097,FALSE,label_6
sample_1165,0,type_0,25,-17.113,1033,0.4056,0.2991,0.2953,0.2614,0.1442,FALSE,label_5
sample_1166,0,type_0,17,-17.223,646,0.3978,0.2059,0.3963,0.2028,0.195,FALSE,label_5
sample_1167,0,type_3,35,-20.209,1024,0.5381,0.2461,0.2158,0.2256,0.3125,FALSE,label_1
sample_1168,1,type_3,17,-20.426,803,0.4882,0.2765,0.2354,0.2752,0.213,FALSE,label_1
sample_1169,0,type_0,3,-20.577,250,0.55,0.22,0.23,0.245,0.305,TRUE,label_1
sample_1170,1,type_1,4,-19.804,142,0.4507,0.2606,0.2887,0.2254,0.2254,FALSE,label_2
sample_1171,1,type_0,1,-26.71,250,0.565,0.195,0.24,0.29,0.275,TRUE,label_0
sample_1172,1,type_3,16,-19.892,330,0.5212,0.2576,0.2212,0.2848,0.2364,FALSE,label_1
sample_1173,1,type_3,71,-19.851,1471,0.55,0.2828,0.1672,0.2685,0.2814,FALSE,label_1
sample_1174,0,type_0,5,-20.207,213,0.493,0.1831,0.3239,0.2864,0.2066,FALSE,label_4
sample_1175,1,type_4,53,-19.538,1889,0.5003,0.3002,0.1996,0.2388,0.2615,FALSE,label_1
sample_1176,0,type_1,3,-15.776,114,0.4298,0.4211,0.1491,0.3158,0.114,FALSE,label_2
sample_1177,0,type_0,4,-17.068,226,0.4336,0.2743,0.292,0.2788,0.1549,FALSE,label_6
sample_1178,0,type_0,1,-21.88,250,0.54,0.15,0.31,0.205,0.335,TRUE,label_5
sample_1179,0,type_0,5,-23.214,190,0.5789,0.1211,0.3,0.2053,0.3737,FALSE,label_2
sample_1180,0,type_0,7,-19.933,268,0.5672,0.0821,0.3507,0.3806,0.1866,FALSE,label_2
sample_1181,0,type_0,4,-17.735,181,0.3757,0.2983,0.326,0.1878,0.1878,FALSE,label_2
sample_1182,0,type_1,6,-16.9,580,0.2741,0.4345,0.2914,0.1707,0.1034,FALSE,label_5
sample_1183,1,type_3,41,-19.673,1065,0.508,0.2704,0.2216,0.2704,0.2376,FALSE,label_1
sample_1184,1,type_0,11,-17.454,754,0.3859,0.4562,0.1578,0.1154,0.2706,FALSE,label_0
sample_1185,1,type_3,27,-19.357,696,0.444,0.3147,0.2414,0.2399,0.204,FALSE,label_2
sample_1186,0,type_0,2,-18.265,125,0.528,0.256,0.216,0.272,0.256,FALSE,label_0
sample_1187,0,type_0,2,-20.655,250,0.45,0.285,0.265,0.245,0.205,TRUE,label_0
sample_1188,0,type_3,6,-17.273,39,0.4615,0.3077,0.2308,0.3333,0.1282,FALSE,label_3
sample_1189,0,type_0,1,-16.65,250,0.48,0.25,0.27,0.31,0.17,TRUE,label_0
sample_1190,1,type_0,3,-19.413,235,0.3574,0.3574,0.2851,0.1745,0.183,FALSE,label_0
sample_1191,1,type_0,5,-18.183,250,0.44,0.28,0.28,0.195,0.245,TRUE,label_2
sample_1192,0,type_0,1,-17.84,250,0.54,0.27,0.19,0.25,0.29,TRUE,label_3
sample_1193,0,type_3,10,-18.601,291,0.4742,0.2715,0.2543,0.2749,0.1993,FALSE,label_0
sample_1194,1,type_3,9,-18.196,202,0.4158,0.2673,0.3168,0.2178,0.198,FALSE,label_4
sample_1195,1,type_0,25,-18.763,1835,0.3646,0.1967,0.4387,0.2131,0.1515,FALSE,label_2
sample_1196,0,type_0,19,-18.994,378,0.3968,0.3228,0.2804,0.2778,0.119,FALSE,label_0
sample_1197,0,type_3,45,-19.286,1620,0.4673,0.3056,0.2272,0.2043,0.263,FALSE,label_0
sample_1198,1,type_3,5,-21.232,163,0.5092,0.2822,0.2086,0.2638,0.2454,FALSE,label_0
sample_1199,1,type_0,17,-20.266,600,0.4383,0.255,0.3067,0.2483,0.19,FALSE,label_0
sample_1200,0,type_0,2,-18.775,39,0.5385,0.2564,0.2051,0.3846,0.1538,FALSE,label_2
sample_1201,0,type_0,5,-17.662,399,0.3308,0.2832,0.386,0.1654,0.1654,FALSE,label_5
sample_1202,1,type_0,2,-22.865,250,0.49,0.25,0.26,0.24,0.25,TRUE,label_2
sample_1203,0,type_0,3,-18,543,0.3517,0.4494,0.1989,0.1565,0.1952,FALSE,label_2
sample_1204,1,type_0,2,-18.932,111,0.5315,0.1622,0.3063,0.1532,0.3784,FALSE,label_3
sample_1205,0,type_0,6,-18.469,190,0.3632,0.3316,0.3053,0.2,0.1632,FALSE,label_4
sample_1206,1,type_3,17,-16.922,441,0.4444,0.3152,0.2404,0.229,0.2154,FALSE,label_1
sample_1207,0,type_0,78,-19.708,2797,0.4491,0.2503,0.3007,0.2453,0.2038,FALSE,label_0
sample_1208,0,type_3,2,-20.645,40,0.5,0.375,0.125,0.175,0.325,FALSE,label_1
sample_1209,0,type_0,4,-17.33,315,0.3651,0.3587,0.2762,0.1429,0.2222,FALSE,label_4
sample_1210,1,type_0,11,-20.008,184,0.5598,0.1576,0.2826,0.3098,0.25,FALSE,label_0
sample_1211,0,type_3,21,-18.711,275,0.4473,0.2873,0.2655,0.2509,0.1964,FALSE,label_1
sample_1212,0,type_0,2,-16.675,55,0.2727,0.5091,0.2182,0.0545,0.2182,FALSE,label_1
sample_1213,0,type_0,25,-19.128,771,0.3956,0.3307,0.2737,0.2464,0.1492,FALSE,label_0
sample_1214,0,type_0,4,-19.992,127,0.4567,0.3228,0.2205,0.2598,0.1969,FALSE,label_4
sample_1215,1,type_0,13,-18.573,437,0.4394,0.2632,0.2975,0.1602,0.2792,FALSE,label_1
sample_1216,1,type_3,83,-19.958,1758,0.5148,0.2258,0.2594,0.2668,0.248,FALSE,label_1
sample_1217,0,type_0,8,-19.301,149,0.5638,0.1812,0.255,0.2752,0.2886,FALSE,label_6
sample_1218,1,type_0,2,-16.83,141,0.2979,0.4043,0.2979,0.0993,0.1986,FALSE,label_6
sample_1219,1,type_3,19,-21.104,458,0.6179,0.2598,0.1223,0.3515,0.2664,FALSE,label_1
sample_1220,0,type_0,3,-18.319,120,0.425,0.4333,0.1417,0.05,0.375,FALSE,label_1
sample_1221,0,type_0,2,-18.885,250,0.57,0.18,0.25,0.355,0.215,TRUE,label_0
sample_1222,1,type_0,1,-20.01,45,0.4889,0.2667,0.2444,0.2889,0.2,FALSE,label_3
sample_1223,0,type_3,6,-21.562,159,0.5031,0.1887,0.3082,0.2138,0.2893,FALSE,label_6
sample_1224,1,type_1,15,-19.634,613,0.4127,0.3051,0.2822,0.1892,0.2235,FALSE,label_2
sample_1225,0,type_0,10,-19.272,227,0.3612,0.3877,0.2511,0.185,0.1762,FALSE,label_4
sample_1226,1,type_0,8,-19.871,81,0.4198,0.4198,0.1605,0.2593,0.1605,FALSE,label_5
sample_1227,1,type_0,6,-18.761,246,0.4106,0.2724,0.3171,0.2439,0.1667,FALSE,label_0
sample_1228,0,type_3,42,-18.29,1269,0.4137,0.3341,0.2522,0.2191,0.1946,FALSE,label_2
sample_1229,0,type_3,3,-17.803,185,0.3676,0.3405,0.2919,0.1892,0.1784,FALSE,label_4
sample_1230,1,type_0,13,-20.696,365,0.4274,0.3041,0.2685,0.1973,0.2301,FALSE,label_0
sample_1231,0,type_0,82,-19.498,2723,0.4157,0.2817,0.3026,0.2057,0.2101,FALSE,label_1
sample_1232,1,type_0,14,-19.874,270,0.4481,0.2741,0.2778,0.1741,0.2741,FALSE,label_3
sample_1233,0,type_0,2,-19.9,250,0.405,0.3,0.295,0.24,0.165,TRUE,label_6
sample_1234,0,type_3,7,-20.557,109,0.4862,0.2752,0.2385,0.2477,0.2385,FALSE,label_3
sample_1235,0,type_1,5,-19.299,393,0.4987,0.0433,0.458,0.0433,0.4555,FALSE,label_1
sample_1236,1,type_0,6,-18.69,182,0.544,0.1264,0.3297,0.1868,0.3571,FALSE,label_3
sample_1237,0,type_3,6,-16.905,171,0.4854,0.2982,0.2164,0.3041,0.1813,FALSE,label_2
sample_1238,1,type_0,1,-16.31,114,0.386,0.3684,0.2456,0.2368,0.1491,FALSE,label_1
sample_1239,0,type_3,14,-20.934,513,0.4386,0.2281,0.3333,0.1988,0.2398,FALSE,label_0
sample_1240,1,type_0,6,-17.287,299,0.3946,0.3478,0.2575,0.1472,0.2475,FALSE,label_2
sample_1241,1,type_3,48,-18.058,735,0.5075,0.234,0.2585,0.2653,0.2422,FALSE,label_1
sample_1242,0,type_0,6,-16.87,192,0.4844,0.3125,0.2031,0.1562,0.3281,FALSE,label_0
sample_1243,1,type_0,1,-17.05,250,0.535,0.16,0.305,0.33,0.205,TRUE,label_0
sample_1244,0,type_0,4,-18.987,144,0.4444,0.1806,0.375,0.375,0.0694,FALSE,label_0
sample_1245,1,type_0,1,-17.68,250,0.455,0.24,0.305,0.2,0.255,TRUE,label_5
sample_1246,1,type_0,2,-20.58,250,0.48,0.35,0.17,0.19,0.29,TRUE,label_5
sample_1247,1,type_0,2,-18.705,250,0.455,0.285,0.26,0.225,0.23,TRUE,label_2
sample_1248,1,type_3,13,-20.351,275,0.5127,0.2436,0.2436,0.3127,0.2,FALSE,label_2
sample_1249,0,type_3,1,-18.21,60,0.4667,0.3,0.2333,0.2333,0.2333,FALSE,label_0
sample_1250,1,type_0,3,-23.303,253,0.3636,0.3478,0.2885,0.1779,0.1858,FALSE,label_0
sample_1251,1,type_3,9,-20.597,292,0.4726,0.2911,0.2363,0.2192,0.2534,FALSE,label_2
sample_1252,0,type_3,14,-20.584,683,0.5476,0.2401,0.2123,0.2972,0.2504,FALSE,label_1
sample_1253,1,type_0,1,-15.87,250,0.46,0.295,0.245,0.22,0.24,TRUE,label_4
sample_1254,0,type_0,2,-16.485,161,0.4224,0.2484,0.3292,0.205,0.2174,FALSE,label_0
sample_1255,0,type_3,7,-20.616,341,0.5425,0.2317,0.2258,0.261,0.2815,FALSE,label_1
sample_1256,0,type_0,9,-18.444,195,0.6513,0.1385,0.2103,0.359,0.2923,FALSE,label_2
sample_1257,1,type_0,5,-19.296,250,0.5,0.215,0.285,0.2,0.3,TRUE,label_0
sample_1258,1,type_3,3,-17.957,245,0.5469,0.3061,0.1469,0.2531,0.2939,FALSE,label_1
sample_1259,0,type_3,17,-19.771,353,0.5382,0.3088,0.153,0.2295,0.3088,FALSE,label_0
sample_1260,0,type_0,37,-18.036,1478,0.3471,0.3139,0.339,0.1759,0.1712,FALSE,label_1
sample_1261,0,type_3,5,-19.462,449,0.5167,0.3029,0.1804,0.3341,0.1826,FALSE,label_0
sample_1262,1,type_3,6,-20.82,182,0.5824,0.3462,0.0714,0.2033,0.3791,FALSE,label_2
sample_1263,1,type_0,10,-17.873,300,0.4067,0.2633,0.33,0.2133,0.1933,FALSE,label_0
sample_1264,0,type_0,34,-19.368,1959,0.319,0.3936,0.2874,0.144,0.1751,FALSE,label_2
sample_1265,0,type_0,3,-21.16,250,0.495,0.245,0.26,0.165,0.33,TRUE,label_0
sample_1266,1,type_3,10,-18.933,465,0.4344,0.4409,0.1247,0.3419,0.0925,FALSE,label_5
sample_1267,1,type_0,3,-21.187,250,0.52,0.215,0.265,0.265,0.255,TRUE,label_0
sample_1268,0,type_0,4,-20.862,354,0.4237,0.2203,0.3559,0.2062,0.2175,FALSE,label_5
sample_1269,0,type_3,22,-18.593,0,0,0,0,0,0,FALSE,label_1
sample_1270,0,type_0,1,-21.07,46,0.3913,0.2391,0.3696,0.3913,0,FALSE,label_1
sample_1271,0,type_0,13,-20.717,195,0.4974,0.2769,0.2256,0.2923,0.2051,FALSE,label_6
sample_1272,0,type_0,7,-20.863,341,0.522,0.3138,0.1642,0.2991,0.2229,FALSE,label_1
sample_1273,0,type_0,1,-17.63,132,0.4091,0.2955,0.2955,0.2424,0.1667,FALSE,label_2
sample_1274,0,type_3,22,-17.051,297,0.4007,0.2189,0.3805,0.2323,0.1684,FALSE,label_1
sample_1275,0,type_3,6,-19.687,228,0.5175,0.2763,0.2061,0.2544,0.2632,FALSE,label_4
sample_1276,0,type_3,37,-18.563,977,0.4974,0.2774,0.2252,0.2712,0.2262,FALSE,label_1
sample_1277,0,type_0,40,-20.324,929,0.5264,0.225,0.2487,0.3757,0.1507,FALSE,label_5
sample_1278,1,type_0,2,-20.79,250,0.445,0.295,0.26,0.21,0.235,TRUE,label_2
sample_1279,1,type_0,3,-22.553,250,0.41,0.36,0.23,0.185,0.225,TRUE,label_1
sample_1280,0,type_3,8,-20.538,126,0.5873,0.2222,0.1905,0.4444,0.1429,FALSE,label_2
sample_1281,0,type_0,1,-21.42,250,0.695,0.125,0.18,0.285,0.41,TRUE,label_3
sample_1282,0,type_3,3,-22.398,75,0.4,0.48,0.12,0.2933,0.1067,FALSE,label_1
sample_1283,0,type_0,5,-18.762,250,0.415,0.21,0.375,0.145,0.27,TRUE,label_2
sample_1284,1,type_3,8,-18.334,185,0.4324,0.2595,0.3081,0.2162,0.2162,FALSE,label_4
sample_1285,0,type_0,6,-19.624,99,0.4949,0.2626,0.2424,0.2222,0.2727,FALSE,label_4
sample_1286,1,type_0,1,-16.05,90,0.3778,0.3,0.3222,0.2778,0.1,FALSE,label_1
sample_1287,0,type_0,3,-18.96,221,0.4932,0.0814,0.4253,0.181,0.3122,FALSE,label_0
sample_1288,1,type_0,44,-18.098,2432,0.3355,0.3281,0.3363,0.1571,0.1785,FALSE,label_0
sample_1289,1,type_4,4,-19.813,195,0.4359,0.2769,0.2872,0.2308,0.2051,FALSE,label_6
sample_1290,0,type_0,43,-17.986,1287,0.2976,0.3131,0.3893,0.1538,0.1437,FALSE,label_0
sample_1291,1,type_0,12,-18.965,394,0.4695,0.3096,0.2208,0.2183,0.2513,FALSE,label_6
sample_1292,1,type_0,1,-18.32,226,0.3451,0.3186,0.3363,0.2035,0.1416,FALSE,label_3
sample_1293,1,type_0,19,-17.919,285,0.4281,0.1825,0.3895,0.3088,0.1193,FALSE,label_0
sample_1294,0,type_0,17,-18.453,282,0.383,0.3369,0.2801,0.1489,0.234,FALSE,label_3
sample_1295,0,type_0,6,-21.452,250,0.485,0.275,0.24,0.31,0.175,TRUE,label_6
sample_1296,1,type_0,11,-20.368,587,0.4106,0.3509,0.2385,0.1857,0.2249,FALSE,label_2
sample_1297,1,type_3,18,-26.267,277,0.4874,0.2671,0.2455,0.3357,0.1516,FALSE,label_2
sample_1298,1,type_0,1,-25.43,250,0.52,0.23,0.25,0.3,0.22,TRUE,label_0
sample_1299,0,type_0,35,-17.715,1170,0.3991,0.212,0.3889,0.2068,0.1923,FALSE,label_5
sample_1300,1,type_3,6,-17.76,658,0.3754,0.4073,0.2173,0.1869,0.1884,FALSE,label_5
sample_1301,1,type_4,1,-15.05,250,0.36,0.35,0.29,0.225,0.135,TRUE,label_4
sample_1302,1,type_3,13,-18.916,585,0.4855,0.2547,0.2598,0.2547,0.2308,FALSE,label_1
sample_1303,1,type_3,13,-18.572,298,0.443,0.3289,0.2282,0.1779,0.2651,FALSE,label_1
sample_1304,0,type_0,30,-17.465,788,0.3414,0.2805,0.3782,0.1904,0.151,FALSE,label_5
sample_1305,0,type_0,59,-20.037,2105,0.4656,0.2789,0.2556,0.2318,0.2337,FALSE,label_1
sample_1306,0,type_2,62,-19.009,2448,0.3497,0.308,0.3423,0.1744,0.1752,FALSE,label_1
sample_1307,1,type_0,6,-19.252,207,0.4155,0.3333,0.2512,0.1981,0.2174,FALSE,label_3
sample_1308,0,type_0,4,-17.068,96,0.4167,0.3854,0.1979,0.2083,0.2083,FALSE,label_3
sample_1309,1,type_1,10,-22.819,338,0.3639,0.3639,0.2722,0.1509,0.213,FALSE,label_2
sample_1310,0,type_0,1,-15.76,114,0.307,0.3596,0.3333,0.2193,0.0877,FALSE,label_6
sample_1311,1,type_3,61,-19.387,1188,0.521,0.2374,0.2416,0.2399,0.2811,FALSE,label_1
sample_1312,0,type_3,11,-21.903,225,0.5289,0.2222,0.2489,0.2756,0.2533,FALSE,label_0
sample_1313,1,type_0,8,-16.808,199,0.402,0.3719,0.2261,0.196,0.206,FALSE,label_4
sample_1314,0,type_0,41,-20.954,1226,0.5122,0.3002,0.1876,0.1917,0.3206,FALSE,label_6
sample_1315,0,type_0,6,-19.34,250,0.465,0.315,0.22,0.225,0.24,TRUE,label_3
sample_1316,1,type_3,29,-19.588,848,0.4953,0.2394,0.2653,0.2441,0.2512,FALSE,label_1
sample_1317,1,type_3,10,-20.56,520,0.4327,0.3288,0.2385,0.175,0.2577,FALSE,label_1
sample_1318,0,type_0,55,-18.851,2249,0.3971,0.2868,0.3161,0.2121,0.185,FALSE,label_4
sample_1319,0,type_0,26,-18.441,1036,0.3774,0.3456,0.277,0.2104,0.167,FALSE,label_3
sample_1320,0,type_0,7,-18.6,90,0.5444,0.1889,0.2667,0.2333,0.3111,FALSE,label_3
sample_1321,1,type_0,8,-18.152,278,0.4173,0.3705,0.2122,0.2302,0.1871,FALSE,label_1
sample_1322,1,type_0,1,-23.99,250,0.46,0.24,0.3,0.23,0.23,TRUE,label_1
sample_1323,1,type_0,10,-18.204,611,0.365,0.2586,0.3764,0.1358,0.2291,FALSE,label_3
sample_1324,0,type_0,6,-22.883,327,0.5749,0.1927,0.2324,0.2875,0.2875,FALSE,label_5
sample_1325,0,type_1,1,-21.75,97,0.3505,0.4845,0.1649,0.1959,0.1546,FALSE,label_1
sample_1326,0,type_3,15,-19.557,204,0.5098,0.3284,0.1618,0.3284,0.1814,FALSE,label_0
sample_1327,0,type_0,1,-16.46,250,0.475,0.205,0.32,0.195,0.28,TRUE,label_3
sample_1328,1,type_3,29,-21.885,536,0.5504,0.2743,0.1754,0.2444,0.306,FALSE,label_1
sample_1329,1,type_0,3,-20.987,250,0.575,0.27,0.155,0.26,0.315,TRUE,label_4
sample_1330,0,type_0,22,-18.422,518,0.4073,0.3089,0.2838,0.1602,0.2471,FALSE,label_2
sample_1331,0,type_3,3,-20.11,176,0.5852,0.2386,0.1761,0.3182,0.267,FALSE,label_0
sample_1332,1,type_3,10,-18.546,225,0.4667,0.2933,0.24,0.2711,0.1956,FALSE,label_1
sample_1333,1,type_0,5,-16.462,250,0.375,0.29,0.335,0.175,0.2,TRUE,label_0
sample_1334,1,type_0,1,-18.82,69,0.4928,0.1594,0.3478,0.2609,0.2319,FALSE,label_0
sample_1335,0,type_0,26,-18.539,1208,0.2955,0.3767,0.3278,0.1449,0.1507,FALSE,label_6
sample_1336,1,type_0,1,-16.71,250,0.625,0.225,0.15,0.335,0.29,TRUE,label_5
sample_1337,1,type_3,36,-18.272,1227,0.4181,0.4108,0.1711,0.2323,0.1858,FALSE,label_1
sample_1338,0,type_0,1,-19.65,224,0.3527,0.4196,0.2277,0.1607,0.192,FALSE,label_4
sample_1339,0,type_0,1,-17.86,40,0.425,0.375,0.2,0.225,0.2,FALSE,label_1
sample_1340,0,type_0,2,-16.57,215,0.4372,0.2,0.3628,0.2744,0.1628,FALSE,label_0
sample_1341,0,type_3,8,-21.103,357,0.5098,0.2213,0.2689,0.2465,0.2633,FALSE,label_1
sample_1342,1,type_0,1,-19.03,250,0.575,0.275,0.15,0.305,0.27,TRUE,label_1
sample_1343,1,type_0,3,-19.27,250,0.515,0.2,0.285,0.185,0.33,TRUE,label_2
sample_1344,1,type_4,1,-25.71,250,0.49,0.315,0.195,0.23,0.26,TRUE,label_0
sample_1345,0,type_0,9,-19.733,328,0.3384,0.3384,0.3232,0.1524,0.186,FALSE,label_4
sample_1346,0,type_0,5,-16.92,244,0.2787,0.5287,0.1926,0.0697,0.209,FALSE,label_2
sample_1347,0,type_0,8,-17.87,234,0.4744,0.3077,0.2179,0.2009,0.2735,FALSE,label_6
sample_1348,1,type_1,19,-21.687,344,0.5465,0.2006,0.2529,0.3081,0.2384,FALSE,label_0
sample_1349,1,type_0,11,-20.978,384,0.3932,0.2943,0.3125,0.1979,0.1953,FALSE,label_3
sample_1350,1,type_0,1,-20.2,41,0.4146,0.2683,0.3171,0.3902,0.0244,FALSE,label_1
sample_1351,0,type_0,15,-19.844,594,0.4512,0.2576,0.2912,0.2205,0.2306,FALSE,label_0
sample_1352,0,type_4,5,-20.216,250,0.46,0.275,0.265,0.245,0.215,TRUE,label_4
sample_1353,1,type_3,33,-20.337,641,0.5273,0.2371,0.2356,0.2761,0.2512,FALSE,label_1
sample_1354,1,type_0,10,-18.951,352,0.4432,0.3636,0.1932,0.1307,0.3125,FALSE,label_0
sample_1355,1,type_3,2,-18.76,272,0.4191,0.3566,0.2243,0.2132,0.2059,FALSE,label_0
sample_1356,0,type_0,1,-16.31,138,0.3478,0.2391,0.413,0.1667,0.1812,FALSE,label_0
sample_1357,1,type_3,3,-18.06,227,0.4846,0.3524,0.163,0.2599,0.2247,FALSE,label_2
sample_1358,0,type_1,1,-20.2,250,0.37,0.3,0.33,0.15,0.22,TRUE,label_3
sample_1359,1,type_0,5,-18.284,202,0.3812,0.4257,0.1931,0.2178,0.1634,FALSE,label_4
sample_1360,1,type_3,6,-21.901,181,0.558,0.3536,0.0884,0.4475,0.1105,FALSE,label_0
sample_1361,0,type_3,8,-20.259,302,0.5166,0.2417,0.2417,0.2384,0.2781,FALSE,label_1
sample_1362,1,type_0,32,-19.697,1431,0.4137,0.3934,0.1929,0.1649,0.2488,FALSE,label_1
sample_1363,1,type_3,8,-17.844,197,0.4264,0.1878,0.3858,0.2843,0.1421,FALSE,label_0
sample_1364,0,type_0,5,-17.79,329,0.4043,0.307,0.2888,0.1884,0.2158,FALSE,label_0
sample_1365,0,type_0,3,-16.864,312,0.4135,0.3205,0.266,0.2372,0.1763,FALSE,label_4
sample_1366,0,type_3,78,-20.363,1923,0.4977,0.2543,0.248,0.2194,0.2782,FALSE,label_1
sample_1367,1,type_0,59,-18.638,1805,0.4017,0.3053,0.2931,0.1945,0.2072,FALSE,label_2
sample_1368,1,type_2,1,-19.47,250,0.415,0.305,0.28,0.235,0.18,TRUE,label_1
sample_1369,1,type_0,16,-18.85,1038,0.315,0.341,0.3439,0.1609,0.1541,FALSE,label_0
sample_1370,0,type_3,38,-21.101,1178,0.5917,0.2309,0.1774,0.3413,0.2504,FALSE,label_1
sample_1371,1,type_1,15,-19.047,447,0.4206,0.3803,0.1991,0.2237,0.1969,FALSE,label_2
sample_1372,0,type_3,15,-20.279,280,0.575,0.1821,0.2429,0.2643,0.3107,FALSE,label_0
sample_1373,0,type_0,53,-19.838,2295,0.373,0.3237,0.3033,0.1664,0.2065,FALSE,label_6
sample_1374,0,type_3,11,-18.455,515,0.4388,0.3515,0.2097,0.2388,0.2,FALSE,label_1
sample_1375,0,type_0,7,-18.972,105,0.5905,0.1714,0.2381,0.4476,0.1429,FALSE,label_5
sample_1376,0,type_0,49,-18.619,2441,0.331,0.3216,0.3474,0.1721,0.159,FALSE,label_1
sample_1377,1,type_3,12,-18.298,383,0.4491,0.3133,0.2376,0.2376,0.2115,FALSE,label_0
sample_1378,1,type_0,1,-18.75,105,0.4952,0.0667,0.4381,0.4476,0.0476,FALSE,label_5
sample_1379,0,type_0,53,-19.446,1834,0.3359,0.2803,0.3839,0.1625,0.1734,FALSE,label_1
sample_1380,1,type_0,1,-21.02,43,0.3721,0.4651,0.1628,0.0465,0.3256,FALSE,label_1
sample_1381,1,type_0,22,-18.739,640,0.4328,0.2422,0.325,0.1672,0.2656,FALSE,label_0
sample_1382,0,type_3,27,-19.274,1102,0.4891,0.3158,0.1951,0.2432,0.2459,FALSE,label_0
sample_1383,0,type_3,2,-21.957,39,0.4359,0.4359,0.1282,0.2308,0.2051,FALSE,label_1
sample_1384,0,type_3,23,-19.367,190,0.4474,0.2737,0.2789,0.2684,0.1789,FALSE,label_0
sample_1385,1,type_2,2,-19.835,250,0.39,0.41,0.2,0.255,0.135,TRUE,label_1
sample_1386,1,type_1,5,-21.09,183,0.3989,0.3443,0.2568,0.2295,0.1694,FALSE,label_1
sample_1387,0,type_0,2,-19.145,87,0.4253,0.2644,0.3103,0.2299,0.1954,FALSE,label_3
sample_1388,1,type_0,21,-18.627,902,0.4169,0.2916,0.2916,0.2018,0.2151,FALSE,label_0
sample_1389,0,type_0,8,-20.724,208,0.3942,0.2644,0.3413,0.2067,0.1875,FALSE,label_4
sample_1390,0,type_0,2,-15.475,234,0.4316,0.312,0.2564,0.2436,0.188,FALSE,label_0
sample_1391,0,type_3,27,-19.979,406,0.5197,0.3177,0.1626,0.2438,0.2759,FALSE,label_1
sample_1392,0,type_0,4,-16.332,168,0.2917,0.4167,0.2917,0.1548,0.1369,FALSE,label_6
sample_1393,1,type_1,3,-17.447,86,0.3256,0.4767,0.1977,0.1395,0.186,FALSE,label_1
sample_1394,0,type_0,9,-20.808,386,0.4663,0.2461,0.2876,0.2565,0.2098,FALSE,label_2
sample_1395,0,type_0,16,-18.341,363,0.3884,0.2369,0.3747,0.1543,0.2342,FALSE,label_0
sample_1396,1,type_0,24,-18.08,1086,0.3932,0.3278,0.279,0.1961,0.1971,FALSE,label_0
